"","V1","V2","V3","V4","V5"
"NAME","Durham County, North Carolina","Forsyth County, North Carolina","Guilford County, North Carolina","North Carolina","United States"
"Assoc_p2599AB07_SE"," 1472.707"," 1178.889"," 1677.775"," 5252.650","21975.857"
"Pct_Assoc_p2599AB07","0.3780745","0.2918979","0.2899553","0.2409772","0.2456777"
"Pct_Assoc_p2599AB07_SE","0.026075146","0.022679954","0.019941395","0.004548985","0.001011500"
"Pop2599AH07","   17428","   17890","   15312","  324968","24823009"
"Pop2599AH07_SE",NA,NA,NA," 2308.815","13555.623"
"Assoc_p2599AH07","   2464","   2145","   1917","  49869","4428513"
"Assoc_p2599AH07_SE","  544.5492","  489.4682","  481.4555"," 2453.3771","22282.6778"
"Pct_Assoc_p2599AH07","0.1413817","0.1198994","0.1251959","0.1534582","0.1784036"
"Pct_Assoc_p2599AH07_SE",NA,NA,NA,"0.0076279165","0.0009029336"
"Pop2534AA07","   40675","   43052","   59097"," 1187658","39987053"
"Pop2534AA07_SE","  695.7555","  546.2218","  349.6302"," 5114.1019","20505.0695"
"Pop3544AA07","   41685","   49500","   69512"," 1358379","43410417"
"Pop3544AA07_SE","  634.5089","  582.9293","  647.1952"," 4694.0030","16714.9439"
"Pop4564AA07","   59433","   88958","  121766"," 2310834","76654341"
"Pop4564AA07_SE","  502.1983","  569.0518","  703.7954"," 4009.4246","19668.6112"
"Pop6599AA07","   24039","   41801","   54652"," 1103036","37840558"
"Pop6599AA07_SE"," 404.8075"," 253.5253"," 305.2289","1845.0528","8953.2665"
"Assoc_p2534AA07","   21628","   14769","   23500","  428978","14917676"
"Assoc_p2534AA07_SE"," 1433.589"," 1070.264"," 1429.016"," 6120.565","38731.887"
"Assoc_p3544AA07","   21272","   19739","   28503","  520790","17017506"
"Assoc_p3544AA07_SE"," 1357.365"," 1225.553"," 1675.102"," 6600.699","38500.346"
"Assoc_p4564AA07","   30214","   39161","   53068","  818649","28371770"
"Assoc_p4564AA07_SE"," 1464.715"," 1579.771"," 1940.960"," 7761.138","40925.822"
"Assoc_p6599AA07","   8234","  10838","  14870"," 250245","8731347"
"Assoc_p6599AA07_SE","  660.2445","  751.3614"," 1036.7121"," 3944.0866","26006.5724"
"Pct_Assoc_p2534AA07","0.5317271","0.3430503","0.3976513","0.3611966","0.3730627"
"Pct_Assoc_p2534AA07_SE","0.0363996170","0.0252379302","0.0242950339","0.0053830603","0.0009873215"
"Pct_Assoc_p3544AA07","0.5103035","0.3987677","0.4100443","0.3833908","0.3920143"
"Pct_Assoc_p3544AA07_SE","0.0334760801","0.0252000589","0.0243985718","0.0050366145","0.0008996449"
"Pct_Assoc_p4564AA07","0.5083708","0.4402190","0.4358195","0.3542656","0.3701261"
"Pct_Assoc_p4564AA07_SE","0.0250163871","0.0179804962","0.0161378932","0.0034143708","0.0005422817"
"Pct_Assoc_p6599AA07","0.3425267","0.2592761","0.2720852","0.2268693","0.2307404"
"Pct_Assoc_p6599AA07_SE","0.0280646897","0.0180433780","0.0190301032","0.0035957454","0.0006894321"
"Pop2599AA06","   160342","   220050","   296975","  5845235","195932824"
"Pop2599AA06_SE","  277.8116","  319.7568","  514.2857"," 4802.4316","40345.8967"
"Pop2599MA06","   75510","  102667","  140640"," 2786525","94359941"
"Pop2599MA06_SE","  291.1854","  337.9939","  446.8085"," 3623.1003","23291.7933"
"Pop2599FA06","    84832","   117383","   156335","  3058710","101572883"
"Pop2599FA06_SE","  261.3982","  309.4225","  532.5228"," 3135.5623","21492.4012"
"Assoc_p2599MA06","   31902","   40256","   53779","  897935","32636156"
"Assoc_p2599MA06_SE"," 1455.371"," 1687.284"," 1831.494"," 8402.004","54476.016"
"Assoc_p2599FA06","   43818","   44207","   60300"," 1028109","34740941"
"Assoc_p2599FA06_SE"," 1817.527"," 1832.902"," 2185.581"," 8778.897","53998.125"
"Assoc_p2599AA06","   75720","   84463","  114079"," 1926044","67377097"
"Assoc_p2599AA06_SE"," 2328.414"," 2491.276"," 2851.514","12151.654","76703.545"
"Pct_Assoc_p2599AA06","0.4722406","0.3838355","0.3841367","0.3295067","0.3438786"
"Pct_Assoc_p2599AA06_SE","0.0145445783","0.0113351417","0.0096248825","0.0020964523","0.0003978313"
"Pct_Assoc_p2599MA06","0.4224871","0.3921026","0.3823877","0.3222419","0.3458688"
"Pct_Assoc_p2599MA06_SE","0.0193426179","0.0164851533","0.0130791088","0.0030441976","0.0005835999"
"Pct_Assoc_p2599FA06","0.5165268","0.3766048","0.3857102","0.3361250","0.3420297"
"Pct_Assoc_p2599FA06_SE","0.0214840582","0.0156462394","0.0140417131","0.0028907401","0.0005365231"
"Pop2599AW06","    80029","   147123","   190167","  4194807","137803202"
"Pop2599AW06_SE","   17.62918","  155.01520","   88.75380"," 2547.72036","14697.26444"
"Assoc_p2599AW06","   48654","   63335","   85176"," 1542831","51937760"
"Assoc_p2599AW06_SE"," 1703.230"," 1990.272"," 2191.784","10455.887","60170.841"
"Pct_Assoc_p2599AW06","0.6079546","0.4304901","0.4479011","0.3677955","0.3768981"
"Pct_Assoc_p2599AW06_SE","0.0212830868","0.0135355510","0.0115274688","0.0025025683","0.0004384897"
"Pop2599AB06","   55267","   50325","   80334"," 1145348","21877084"
"Pop2599AB06_SE","  469.9088","  297.8723","  662.0061"," 3359.8784","14940.4255"
"Assoc_p2599AB06","  18148","  15198","  21970"," 258067","5268170"
"Assoc_p2599AB06_SE"," 1282.755"," 1194.323"," 1513.164"," 5099.740","23679.768"
"Pct_Assoc_p2599AB06","0.3283696","0.3019970","0.2734832","0.2253175","0.2408077"
"Pct_Assoc_p2599AB06_SE","0.023377470","0.023799426","0.018970258","0.004501360","0.001094822"
"Pop2599AH06","   16482","   17539","   13950","  304995","24066260"
"Pop2599AH06_SE",NA,NA,"  187.234"," 2505.775","11607.903"
"Assoc_p2599AH06","   2046","   2645","   1991","  43535","4208401"
"Assoc_p2599AH06_SE","  481.1614","  529.1967","  407.7224"," 2189.0621","20885.2585"
"Pct_Assoc_p2599AH06","0.1241354","0.1508068","0.1427240","0.1427400","0.1748673"
"Pct_Assoc_p2599AH06_SE",NA,NA,"0.0292901217","0.0072725461","0.0008719123"
"Pop2534AA06","   40222","   43587","   57874"," 1199937","39905599"
"Pop2534AA06_SE","  251.0049","  224.7144","  467.6349"," 4798.3702","20740.7298"
"Pop3544AA06","   40547","   50129","   68067"," 1330032","43892631"
"Pop3544AA06_SE","  547.6748","  515.6596","  484.5747"," 3994.1927","15197.1469"
"Pop4564AA06","   56526","   84623","  116961"," 2243467","74943590"
"Pop4564AA06_SE","  621.6584","  540.7017","  703.5210"," 3484.4777","18309.0976"
"Pop6599AA06","   23047","   41711","   54073"," 1071799","37191004"
"Pop6599AA06_SE"," 188.8152"," 322.8107"," 444.7809","1682.7051","9278.5014"
"Assoc_p2534AA06","   19747","   16599","   22720","  425734","14783886"
"Assoc_p2534AA06_SE"," 1153.006"," 1189.101"," 1283.785"," 6642.719","36666.216"
"Assoc_p3544AA06","   20764","   20335","   26371","  495346","16869597"
"Assoc_p3544AA06_SE"," 1388.183"," 1207.682"," 1442.018"," 6281.077","37046.300"
"Assoc_p4564AA06","   28099","   37490","   49735","  779436","27435336"
"Assoc_p4564AA06_SE"," 1328.213"," 1506.966"," 1698.854"," 7616.978","44423.424"
"Assoc_p6599AA06","   7110","  10039","  15253"," 225528","8288278"
"Assoc_p6599AA06_SE","  607.0815","  715.6619","  930.6296"," 3597.6623","23755.1138"
"Pct_Assoc_p2534AA06","0.4909502","0.3808246","0.3925770","0.3547970","0.3704715"
"Pct_Assoc_p2534AA06_SE","0.0288293194","0.0273516425","0.0224080698","0.0057148062","0.0009387827"
"Pct_Assoc_p3544AA06","0.5120971","0.4056534","0.3874271","0.3724316","0.3843378"
"Pct_Assoc_p3544AA06_SE","0.0349281456","0.0244501936","0.0213640668","0.0048531358","0.0008544468"
"Pct_Assoc_p4564AA06","0.4970987","0.4430238","0.4252272","0.3474248","0.3660798"
"Pct_Assoc_p4564AA06_SE","0.0241249833","0.0180315767","0.0147484452","0.0034377952","0.0005994672"
"Pct_Assoc_p6599AA06","0.3085000","0.2406799","0.2820816","0.2104201","0.2228571"
"Pct_Assoc_p6599AA06_SE","0.026461996","0.017258441","0.017366317","0.003372875","0.000641148"
